Country-Region-City,Latitude,Longitude
"CHILE,XI,COYHAIQUE",-45.57087,-72.06772
"CHILE,VIII,LOTA",-37.09225,-73.15699
"CHILE,VII,PARRAL",-36.131289,-71.822061
"CHILE,XII,PUERTO NATALES",-51.71351,-72.505493
"CHILE,IV,OVALLE",-30.605057,-71.20277
"CHILE,XVI,SAN CARLOS",-36.4294535,-71.9677944
"CHILE,_,_",-26.783346,-69.761008
"CHILE,III,VALLENAR",-28.576878,-70.75843
"CHILE,X,PUERTO VARAS",-41.326964,-72.970473
"COLOMBIA,_,_",3.065088,-73.129056
"COSTA RICA,_,_",10.257794,-84.200915
"DOMINICAN REPUBLIC,_,SANTO DOMINGO",18.493652,-69.83837
"DOMINICAN REPUBLIC,_,SANTIAGO",19.460907,-70.688515
"EL SALVADOR,_,_",13.736897,-88.866511
"ETHIOPIA,AFRICA,ADDIS ABABA",9.010793,38.761253
"ETHIOPIA,ADDIS ABABA,ADDIS ABABA",9.010793,38.761253
"INDIA,ANDHRAPRADESH,HYDERABAD",17.361362,78.474525
"INDIA,KARNATAKA,MANIPAL",13.354717,74.78514200000001
"INDIA,GUJRAT,AHMEDABAD",23.02318,72.5795
"INDIA,NEW DELHI,NEW DELHI",28.633862,77.221449
"INDIA,GUJRAT,SURAT",21.203272,72.83969
"INDIA,KERALA,TRIVENDRUM",8.476694,76.918944
"INDIA,TELANGANA,HYDERABAD",17.361362,78.474525
"INDIA,MAHARASHTRA,MUMBAI",19.077793,72.87872
"INDIA,KERALA,COCHIN",10.153322,76.395977
"INDIA,WEST BENGAL,KOLKATA",22.573774,88.36435
"INDIA,KERALA,COIMBATORE",11.001366,76.962296
"INDIA,RAJASTHAN,JODHPUR",26.294388,73.02243
"INDIA,TAMIL NADU,TRICHY",11.654767,78.158656
"INDIA,MP,BHOPAL",23.26129,77.40516
"ISRAEL,NORTH,AFULA",32.609946,35.286502
"ISRAEL,SOUTH,BEER SHEVA",31.239906,34.78917
"ISRAEL,HAIFA,HAIFA",32.814875,34.992696
"ISRAEL,JERUSALEM,JERUSALEM",31.780379,35.224154
"ISRAEL,NORTH,NAHARIYA",32.977723,35.118162
"ISRAEL,CENTRAL,REHOVOT",31.898652,34.810393
"ISRAEL,CENTRAL,PETAH TIKVA",32.088317,34.885771
"ISRAEL,TEL AVIV,RAMAT GAN",32.0497525,34.824729500000004
"ISRAEL,NORTH,NAZARETH",32.704216,35.299906
"ISRAEL,SOUTH,ASHDOD",31.798567,34.654479
"ISRAEL,SOUTH,ASHKELON",31.665383,34.57418
"ISRAEL,CENTRAL,BEER YAAKOV",31.941855,34.834342
"ISRAEL,HAIFA,HADERA",32.807695,35.003375
"ISRAEL,NORTH,PORIA",32.7310354,35.507772
"ISRAEL,TEL AVIV,TEL AVIV-YAFO",32.08167,34.780787
"ISRAEL,CENTRAL,BNEI BRAK",32.085659,34.836437
"ISRAEL,TEL AVIV,HOLON",32.026773,34.77405
"ISRAEL,CENTRAL,KFAR SABA",32.183617,34.926415
"ISRAEL,NORTH,ZEFAT",32.96735,35.493201
"ISRAEL,CENTRAL,NETANYA",32.328583,34.856429
"ISRAEL,SOUTH,EILAT",29.558,34.9482
"LEBANON,_,_",33.920265,35.888026
"NEPAL,KATHMANDU,KATHMANDU",27.715079,85.309541
"NETHERLANDS,_,_",51.972466,5.613491
"NETHERLANDS,_,NIJMEGEN",51.845284,5.863487
"NETHERLANDS,_,ARNHEM",51.98182,5.904822
"NORWAY,_,_",61.248333,8.804821
"PAKISTAN,SINDH,MATIARI",25.597573,68.44465
"PARAGUAY,CAPITAL,ASUNCIÓN",-25.285538,-57.57695
"PARAGUAY,CAPITAL,SAN LORENZO",-25.344559,-57.509743
"PARAGUAY,CENTRAL,ITAUGUA",-25.393217,-57.353172
"PARAGUAY,CENTRAL,SAN LORENZO",-25.344559,-57.509743
"PARAGUAY,ALTO PARANÁ,CIUDAD DEL ESTE",-25.51095,-54.610287
"PARAGUAY,CANINDEYU,SALTO DEL GUAIRÁ",-24.061308,-54.30716
"PARAGUAY,ITAPÚA,ENCARNACIÓN",-27.33193,-55.86806
"PARAGUAY,CENTRAL,LUQUE",-25.267723,-57.49104
"PARAGUAY,GUAIRÁ,VILLARICA",-25.766608,-56.444958
"PARAGUAY,BOQUERON,FILADELFIA",-22.354307,-60.034847
"PERU,_,_",-10.151093,-75.311132
"SLOVENIA,SLOVENJ GRADEC,_",46.509144,15.079068
"SLOVENIA,MARIBOR,_",46.478968,15.684152
"SLOVENIA,MURSKA SOBOTA,_",46.662464,16.165526
"SLOVENIA,CELJE,_",46.229389,15.261683
"SLOVENIA,NOVA GORICA,_",45.958055,13.647471
"SLOVENIA,KRANJ,_",46.243264,14.35495
"SLOVENIA,_,KRANJ",46.243264,14.35495
"SLOVENIA,_,NOVO MESTO",45.804048,15.169668
"SLOVENIA,_,LJUBLJANA",46.050027,14.506929
"SLOVENIA,_,CELJE",46.229389,15.261683
"SLOVENIA,_,KOPER",45.547986,13.730478
"SLOVENIA,_,KAMNIK",46.225736,14.611894
"SLOVENIA,_,DOMŽALE",46.13943,14.594455
"SLOVENIA,_,MEDVODE",46.140229,14.413073
"SLOVENIA,_,MENGEŠ",46.162958,14.572217
"SOUTH AFRICA,SOWETO,JOHANNESBURG",-26.261402,27.956789
"SOUTH AFRICA,AGINCOURT,MPUMALANGA",-24.8275,31.231667
"TANZANIA,KILIMANJARO,MOSHI",-3.348646,37.343525
"VIETNAM,ASIA,NHA TRANG",12.238494,109.193565
"VIETNAM,SOUTHEASTERN,HO CHI MINH",10.796113,106.673065
"TUNISIA,SFAX,_",34.739799,10.760002
"THAILAND,_,_",15.127333,101.017438
"VENEZUELA,DISTRITO CAPITAL,CARACAS",10.506635,-66.9089
"VENEZUELA,LARA,BARQUISIMETO",10.077437,-69.322229
"VENEZUELA,CARABOBO,VALENCIA",10.169556,-68.00164
"VENEZUELA,ZULIA,MARACAIBO",10.649235,-71.64544
"VENEZUELA,MIRANDA,CARACAS",10.500837,-66.849094
"VENEZUELA,ARAGUA,MARACAY",10.237514,-67.589022
"VENEZUELA,TACHIRA,SAN CRISTOBAL",7.770267,-72.21946
"VENEZUELA,MONAGAS,MATURIN",9.746359,-63.180958
"URUGUAY,MONTEVIDEO,MONTEVIDEO",-34.902125,-56.176867
"URUGUAY,MALDONADO,MALDONADO",-34.905315,-54.941764
"URUGUAY,LAVALLEJA,MINAS",-34.37703,-55.238255
"URUGUAY,CANELONES,LAS PIEDRAS",-34.726997,-56.217068
"URUGUAY,SAN JOSÉ,SAN JOSÉ",-34.323401,-56.805729
"URUGUAY,CANELONES,CANELONES",-34.521317,-56.273631
"URUGUAY,PAYSANDÚ,PAYSANDÚ",-32.321709,-58.070082
"URUGUAY,CANELONES,PANDO",-34.536169,-56.281772
"URUGUAY,SALTO,SALTO",-31.388244,-57.959806
"URUGUAY,SAN JOSE,SAN JOSE",-34.323401,-56.805729
"URUGUAY,TREINTA Y TRES,TREINTA Y TRES",-33.292751,-53.899958
"URUGUAY,ROCHA,ROCHA",-34.481544,-54.335033
"URUGUAY,COLONIA,COLONIA",-34.265697,-57.616239
"URUGUAY,CERRO LARGO,MELO",-32.371235,-54.169918
"URUGUAY,TACUAREMBÓ,TACUAREMBÓ",-31.711803,-55.977923
"URUGUAY,SORIANO,MERCEDES",-33.248566,-58.029743
"URUGUAY,CANELONES,MONTEVIDEO",-34.907981,-56.180792
"URUGUAY,RIVERA,RIVERA",-30.895282,-55.539016
"URUGUAY,FLORIDA,FLORIDA",-34.098366,-56.215565
"URUGUAY,MALDONADO,LA CAPUERA",-33.455236,-54.541158
"URUGUAY,SORIANO,SORIANO",-33.531178,-58.219448
"URUGUAY,FLORES,TRINIDAD",-33.51605,-56.898426
"URUGUAY,DURAZNO,DURAZNO",-33.101749,-55.140142
"URUGUAY,CANELONES,ARAMINDA",-34.784832,-55.553447
"URUGUAY,SAN JOSÉ,DELTA DEL TIGRE",-34.763813,-56.365268
"URUGUAY,ARTIGAS,ARTIGAS",-31.936505,-57.901444
"URUGUAY,CANELONES,PINAMAR",-34.782302,-55.85606
"PORTUGAL,_,OEIRAS",38.692707,-9.312807
"PAKISTAN,KPK,HARIPUR",33.994241,72.933227
"PAKISTAN,PUNJAB,AHMED PUR",29.1422884,71.2534034
"PAKISTAN,PUNJAB,SADIQABAD",28.310099,70.12869
"PAKISTAN,PUNJAB,SIALKOT",32.492367,74.54124
"PAKISTAN,PUNJAB,DEPALPUR",30.670061,73.650185
"PAKISTAN,PUNJAB,MARDAN",32.296193,74.609928
"PAKISTAN,KPK,BAJAUR AGENCY",34.750414,71.456418
"PAKISTAN,PUNJAB,JHANG",31.272144,72.310445
"PAKISTAN,PUNJAB,LALA MUSA",32.252469,74.795807
"PAKISTAN,AZAD KASHMIR,AZAD KASHMIR",34.373475,73.470241
"PAKISTAN,KPK,HAZARA",32.7941482,74.2835948
"PAKISTAN,PUNJAB,SIALKR",32.492629,74.5332209
"PAKISTAN,PUNJAB,LAYYAH",30.96558,70.945227
"PAKISTAN,KPK,PESHAWAR",34.012375,71.58046
"PAKISTAN,PUNJAB,RUJRANWALA",32.15184,74.19099
"PAKISTAN,PUNJAB,PINDI BHATTIAN",31.899305,73.27024
"PAKISTAN,SINDH,SUKKAR",27.69597,68.860013
"INDIA,GUJARAT,AHMEDABAD",23.02318,72.5795
"INDIA,MADHYA PRADESH,BHOPAL",23.26129,77.40516
"INDIA,TAMILNADU,CHENNAI",13.084289,80.27044
"INDIA,GUJARAT,RAJKOT",22.303999,70.80216
"INDIA,TAMILNADU,COIMBATORE",11.001366,76.962296
"CHINA,JIANGSU,SUZHOU",31.301138,120.580269
"COLOMBIA,_,VAUPÉS",1.252327,-70.230888
"COLOMBIA,_,CALDAS",5.066891,-75.506666
"COLOMBIA,_,BOGOTÁ",4.676961,-74.046924
"COLOMBIA,_,CESAR",9.271782,-73.5130457
"COLOMBIA,_,ATLÁNTICO",10.981076,-74.798883
"COLOMBIA,_,CAQUETÁ",1.615867,-75.614304
"COLOMBIA,_,RISARALDA",4.814284,-75.694667
"COLOMBIA,_,BOLÍVAR",8.7090766,-74.3249342
"COLOMBIA,_,BOYACÁ",5.455274,-73.362206
"COLOMBIA,_,HUILA",3.37615,-74.80322
"COLOMBIA,_,VALLE",3.6514228,-76.5846259
"COLOMBIA,_,ANTIOQUIA",6.245625,-75.560675
"COLOMBIA,_,SANTANDER",7.117263,-73.115667
"COLOMBIA,_,TOLIMA",4.444437,-75.243367
"COLOMBIA,_,CUNDIMARCA",3.065088,-73.129056
"COLOMBIA,_,CÓRDOBA",8.7440298,-75.8861552
"COLOMBIA,_,NRTE DE SANTANDER",7.897146,-72.508039
"COLOMBIA,_,MAGDALE",11.239088,-74.216355
"COLOMBIA,_,QUINDÍO",4.536307,-75.672375
"COLOMBIA,_,RIÑO",1.6305076,-77.932062
"COLOMBIA,_,CAUCA",2.44223,-76.607237
"COLOMBIA,_,SUCRE",9.0852794,-75.0812125
"COLOMBIA,_,META",3.3827817,-72.9490019
"COLOMBIA,_,CASARE",6.780472,-74.100342
"COLOMBIA,_,POPAYAN",2.442764,-76.60746
"HONDURAS,_,_",14.761664,-86.921641
"NICARAGUA,_,_",12.335542,-84.919941
"PANAMA,_,_",8.704735,-80.268175
"COLOMBIA,_,CORDOBA",8.4856407,-75.773553
"COLOMBIA,_,ATLANTICO",10.981076,-74.798883
"COLOMBIA,_,GUAVIARE",2.571614,-72.642651
"VIETNAM,_,_",14.315424,108.339537
"INDIA,_,AGRA",27.17493,78.00882
"INDIA,_,BAREILLY",28.358093,79.41724
"INDIA,_,BHOPAL",23.26129,77.40516
"INDIA,_,DELHI",28.633862,77.221449
"INDIA,_,JAIPUR",26.9217,75.815025
"INDIA,_,HARYANA",29.452877,76.284861
"INDIA,_,SHIMLA",31.10511,77.172676
"INDIA,_,TRICHY",10.758797,78.815951
"INDIA,_,PUNE",18.515574,73.92936
"INDIA,_,LUCKNOW",26.847977,80.94458
"INDIA,_,KOTTAYAM",9.589919,76.522514
"INDIA,_,COCHIN",10.153322,76.395977
"INDIA,_,KOLKATA",22.573774,88.36435
"INDIA,_,HYDERABAD",17.361362,78.474525
"INDIA,_,PORUR",13.031736,80.15809
"INDIA,_,THRISSUR",10.522735,76.21298
"INDIA,_,KOLAR",13.13616,78.12912
"INDIA,_,PALWAL",28.14679,77.33496
"INDIA,_,TIRUVALLA",9.385252,76.57504
"INDIA,_,KARNATAKA",14.956703,75.789139
"INDIA,_,TRIVANDRUM",8.476694,76.918944
"INDIA,_,COIMBATORE",11.001366,76.962296
"INDIA,_,GOA",15.197398,73.94153
"INDIA,_,CHANDIGARH",30.733723,76.77968
"INDIA,_,SALEM",11.654031,78.16097
"INDIA,_,MADYAPRADESH",22.199166,78.476681
"INDIA,_,JODHPUR",26.294388,73.02243
"INDIA,_,RANIPET",12.929316,79.332136
"INDIA,_,TVM_PATTOM",8.516801,76.940869
"INDIA,_,TEZPUR",26.624601,92.7968
"LEBANON,BEIRUT,_",33.896211,35.482366
"LEBANON,NORTH LEBANON,_",34.2897562,35.9266074
"LEBANON,SOUTH LEBANON,_",33.2599545,35.2711807
"LEBANON,MOUNT LEBANON,_",33.833898,35.54437
"LEBANON,MATN,_",33.891775,35.571073
"BANGLADESH,CENTER OF BANGLADESH,DHAKA",23.764288,90.38896
"BANGLADESH,NORTH-EASTERN BANGLADESH,SYLHET",24.894918,91.868706
"BANGLADESH,SOUTH-EASTERN OF BANGLADESH,CHATTOGRAM",22.333946,91.83269
"COLOMBIA,_,BOGOTA",4.676961,-74.046924
"AUSTRALIA,SOUTH AUSTRALIA,_",-34.945332,138.532104
"IRELAND,_,_",53.305494,-7.737649
"SPAIN,MADRID,MADRID",40.423805,-3.68658
"SPAIN,BASQUE COUNTRY,DONOSTIA",43.318992,-1.984275
"BRAZIL,SP,ITAQUAQUECETUBA",-23.474873,-46.351116
"BRAZIL,SP,RIBEIRAO PRETO",-21.179363,-47.808586
"BRAZIL,SP,SAO JOSE DO RIO PRETO",-20.813797,-49.38091
"BRAZIL,SP,SOROCABA",-23.500673,-47.457905
"BRAZIL,TO,TOCANTIS",-9.970939,-49.039421
"BRAZIL,SP,SAO JOSE DOS CAMPOS",-23.188711,-45.885986
"BRAZIL,SP,BAURU",-22.322935,-49.07405
"BRAZIL,SC,JOINVILLE",-26.301477,-48.847977
"BRAZIL,SC,ICARA",-28.71497,-49.298553
"BRAZIL,RN,SANTA CRUZ",-6.228255,-36.021812
"BRAZIL,RJ,SAO FRANCISCO DE ITABAPUANA",-21.474474,-41.11007
"BRAZIL,SP,CRUZEIRO",-22.576794,-44.959236
"BRAZIL,SP,MONGAGUA",-24.094381,-46.619522
"BRAZIL,RJ,RIO DE JANEIRO",-22.909534,-43.209934
"BRAZIL,PR,PINHAIS",-25.439852,-49.187008
"BRAZIL,PR,RONDON",-23.41534,-52.76934
"BRAZIL,SP,SERTAOZINHO",-21.138802,-47.99209
"BRAZIL,MG,ITAJUBA",-22.42424,-45.45286
"BRAZIL,MG,UBERABA",-19.748611,-47.93526
"BRAZIL,PE,RECIFE",-8.062725,-34.88047
"BRAZIL,SP,SAO CARLOS",-22.017841,-47.89066
"BRAZIL,SC,TIJUCAS",-27.241978,-48.636482
"BRAZIL,ES,VITORIA",-20.320475,-40.335297
"BRAZIL,SP,SUMARE",-22.82312,-47.26868
"BRAZIL,SP,DIADEMA",-23.685507,-46.62405
"BRAZIL,MG,MACHADO",-21.676472,-45.92187
"BRAZIL,AP,MACAPA",0.037646,-51.051765
"BRAZIL,SC,NOVA VENEZA",-28.637077,-49.50108
"BRAZIL,SP,JUNDIAI",-23.187357,-46.888004
"BRAZIL,BA,FEIRA DE SANTANA",-12.255379,-38.964092
"BRAZIL,SP,SERRANA",-21.204184,-47.60543
"BRAZIL,SP,LORENA",-22.736876,-45.10651
"BRAZIL,SP,ASSIS",-22.66168,-50.418392
"BRAZIL,MG,PATROCINIO",-18.94252,-46.99271
"BRAZIL,MT,DIAMANTINO",-14.404386,-56.437
"BRAZIL,SP,TAUBATE",-23.026855,-45.555073
"BRAZIL,SC,TUBARAO",-28.470106,-49.014736
"BRAZIL,SC,PAPANDUVA",-26.406948,-50.142673
"BRAZIL,PR,IVAIPORA",-24.243464,-51.67185
"BRAZIL,BA,ALAGOINHAS",-12.136454,-38.422977
"BRAZIL,PR,SARANDI",-23.440811,-51.87261
"BRAZIL,RN,RIO GRANDE DO NORTE",-5.889967,-35.174511
"BRAZIL,PR,CORNELIO PROCOPIO",-23.180948,-50.648994
"BRAZIL,PR,UMUARAMA",-23.761568,-53.311356
"BRAZIL,SP,LIMEIRA",-22.565783,-47.403065
"BRAZIL,PR,JACAREZINHO",-23.160597,-49.975452
"BRAZIL,PR,SANTO ANDTONIO DA PLATINA",-23.294622,-50.076794
"BRAZIL,SC,BLUMENAU",-26.919977,-49.06441
"BRAZIL,SP,PONTAL",-21.024553,-48.038902
"BRAZIL,SP,PIRASSUNUNGA",-21.996422,-47.42768
"BRAZIL,SC,FLORIANOPOLIS",-27.59679,-48.54975
"BRAZIL,MG,MANHUACU",-20.256891,-42.03414
"BRAZIL,SP,SAO JOAO DA BOA VISTA",-21.968697,-46.796543
"BRAZIL,MG,GOVERNADOR VALADARES",-18.856943,-41.946655
"BRAZIL,MG,RESPLENDOR",-19.324606,-41.256397
"BRAZIL,MG,ALFENAS",-21.427849,-45.947296
"BRAZIL,CE,CHORO",-4.300164,-38.498165
"BRAZIL,MS,BATAGUASSU",-21.715832,-52.425655
"BRAZIL,RJ,ITAPERUNA",-21.193312,-41.899925
"BRAZIL,MG,SETE LAGOAS",-19.462337,-44.245327
"BRAZIL,MG,MARIANA",-20.376534,-43.417137
"BRAZIL,BA,JEQUIE",-13.859078,-40.083748
"BRAZIL,AL,MACEIO",-9.646762,-35.73402
"BRAZIL,SP,SANTO ANDRE",-23.659004,-46.52679
"BRAZIL,SP,VARGEM GRANDE DO SUL",-21.830578,-46.893387
"BRAZIL,SP,BARRINHA",-21.191622,-48.16316
"BRAZIL,SP,ORLANDIA",-20.720926,-47.884823
"BRAZIL,MS,INOCENCIA",-19.729706,-51.928326
"BRAZIL,SP,MOGI GUACU",-22.371225,-46.942825
"BRAZIL,SC,TIMBO",-26.822882,-49.276257
"BRAZIL,PB,JOAO PESSOA",-7.118867,-34.88141
"BRAZIL,PR,CASTRO",-24.789648,-50.007206
"BRAZIL,PR,SANTA FE",-25.40264,-49.330873
"BRAZIL,PR,CAMPO LARGO",-25.458937,-49.52839
"BRAZIL,CE,MARACANA",-3.877999,-38.618755
"BRAZIL,SP,SAO BERNARDO DO CAMPO",-23.707958,-46.55253
"BRAZIL,MS,TRES LAGOAS",-20.786512,-51.706203
"BRAZIL,SC,XANXERE",-26.876673,-52.406914
"BRAZIL,PR,COLOMBO",-25.293516,-49.223583
"BRAZIL,PR,FRANCISCO BELTRAO",-26.07698,-53.051563
"BRAZIL,PR,PATO BRANCO",-26.222717,-52.67149
"BRAZIL,BA,ILHEUS",-14.798844,-39.033638
"BRAZIL,SC,CHAPECO",-27.091616,-52.6159
"BRAZIL,MG,MONTES CLAROS",-16.724903,-43.866245
"BRAZIL,MG,DIVINOPOLIS",-20.158855,-44.873856
"BRAZIL,SP,MARILIA",-22.218657,-49.94854
"BRAZIL,SP,PIRACICABA",-22.725388,-47.648876
"BRAZIL,MG,TRES CORACOES",-21.698786,-45.256077
"BRAZIL,BA,VITORIA DA CONQUISTA",-14.851347,-40.83974
"BRAZIL,PE,SAO LOURENCO DA MATA",-7.998254,-35.03984
"BRAZIL,SC,VIDEIRA",-27.005272,-51.15433
"BRAZIL,MS,BELA VISTA",-20.465098,-54.598432
"BRAZIL,MS,TERENOS",-20.442854,-54.865223
"BRAZIL,MG,VARGINHA",-21.55695,-45.437668
"BRAZIL,SP,MAUA",-23.667019,-46.45977
"BRAZIL,BA,EUNAPOLIS",-16.376377,-39.5867
"BRAZIL,SP,ITU",-23.262655,-47.298107
"BRAZIL,PR,CAFELANDIA",-24.617304,-53.32286
"BRAZIL,PR,IBIPORA",-23.26872,-51.048145
"BRAZIL,SP,ITAPEVA",-23.985723,-48.876522
"BRAZIL,MS,MATO GROSSO DO SUL",-20.088245,-51.10644
"BRAZIL,MG,CONTAGEM",-19.914686,-44.083225
"BRAZIL,AM,MANAUS",-3.133046,-59.982918
"BRAZIL,SC,JOACABA",-27.174374,-51.505424
"BRAZIL,SC,ITAJAI",-26.906605,-48.657383
"BRAZIL,SC,RIO DO SUL",-27.216429,-49.642986
"BRAZIL,SP,VALINHOS",-22.969162,-46.99581
"BRAZIL,SP,SAO JOSE RIO PRETO",-20.813797,-49.38091
"BRAZIL,SP,COTIA",-23.604445,-46.912582
"BRAZIL,SP,BRAGANCA PAULISTA",-22.95286,-46.540085
"BRAZIL,MG,BETIM",-19.96787,-44.199615
"BRAZIL,MS,COXIM",-18.504087,-54.74365
"BRAZIL,SP,MAIRINQUE",-23.546907,-47.184155
"BRAZIL,SP,VOTORANTIM",-23.542082,-47.447502
"BRAZIL,SP,BARUERI",-23.511282,-46.87498
"BRAZIL,CE,ITATIRA",-4.529924,-39.62142
"BRAZIL,SP,PRAIA GRANDE",-24.011335,-46.414394
"BRAZIL,MG,JUIZ DE FORA",-21.761368,-43.34954
"BRAZIL,SP,BIRIGUI",-21.289534,-50.340195
"BRAZIL,MG,FORMIGA",-20.462776,-45.430317
"BRAZIL,MS,PARANAIBA",-19.67534,-51.18789
"BRAZIL,PR,CAMPO DO TENENTE",-25.358804,-49.172381
"BRAZIL,PR,CAMPINA GRANDE SUL",-25.30489,-49.054142
"BRAZIL,PR,PARIQUERA-ACU",-23.606561,-46.672703
"BRAZIL,PR,FAZENDA RIO GRANDE",-25.651707,-49.307835
"BRAZIL,PR,BANDEIRANTES",-23.109245,-50.373127
"BRAZIL,RS,SANTA ROSA",-27.867928,-54.476433
"BRAZIL,RS,SOLEDADE",-28.83046,-52.510696
"BRAZIL,SP,CARAGUATATUBA",-23.621416,-45.409767
"BRAZIL,MG,IPATINGA",-19.478636,-42.52645
"BRAZIL,ES,GUARAPARI",-20.669907,-40.49925
"BRAZIL,ES,CACHOEIRA DO ITAPEMIRIM",-18.294063,-39.958734
"BRAZIL,SP,ITAPIRA",-22.437021,-46.82407
"BRAZIL,RS,VIAMAO",-30.081207,-51.026592
"BRAZIL,RS,TAQUARI",-29.799646,-51.864353
"BRAZIL,PR,MANDAGUACU",-23.345041,-52.094967
"BRAZIL,AP,MAZAGAO",-0.115918,-51.28624
"BRAZIL,MS,AQUIDAUANA",-20.475157,-55.794487
"BRAZIL,SP,BADY BASSITT",-20.917606,-49.448177
"BRAZIL,CE,BARBALHA",-7.309765,-39.30331
"BRAZIL,PR,JAGUARIAIVA",-24.255047,-49.713013
"BRAZIL,PR,CORBELIA",-24.796808,-53.294952
"BRAZIL,PR,QUATRO BARRAS",-25.368797,-49.075405
"BRAZIL,PI,TERESINA",-5.091276,-42.81277
"BRAZIL,SP,ARARAQUARA",-21.793468,-48.174446
"BRAZIL,RS,ROLANTE",-29.651821,-50.57684
"BRAZIL,RS,SAO PEDRO DO SUL",-29.618645,-54.17732
"BRAZIL,PR,ARAUCARIA",-25.590984,-49.403397
"BRAZIL,PR,CAMPINA DA LAGOA",-24.59325,-52.80419
"BRAZIL,PR,QUEDAS DO IGUACU",-25.451492,-52.908016
"BRAZIL,PR,TUPASSI",-24.585764,-53.512493
"BRAZIL,SP,LONDRINA",-23.760518,-45.762028
"BRAZIL,PR,CAFEARA",-22.790447,-51.714687
"BRAZIL,SC,BALNEARIO CAMBORIU",-26.988441,-48.63352
"BRAZIL,SP,ITABERAI",-23.862177,-49.136555
"BRAZIL,SP,BALSAS",-23.410917,-45.469267
"BRAZIL,SP,COLINA",-20.715578,-48.542995
"BRAZIL,SP,GUARULHOS",-23.46855,-46.52717
"BRAZIL,RS,GRAVATAI",-29.94279,-50.992855
"BRAZIL,SP,BELO HORIZONTE",-23.426901,-45.111388
"BRAZIL,PR,PIRAQUARA",-25.4434,-49.06173
"BRAZIL,PR,PINHALAO",-23.790224,-50.058384
"BRAZIL,MG,PASSOS",-20.720484,-46.60882
"BRAZIL,SC,BALNEARIO RINCAO",-28.825829,-49.230724
"BRAZIL,MS,MARACAJU",-21.624872,-55.160107
"BRAZIL,MG,MATOZINHOS",-19.557858,-44.082424
"BRAZIL,SP,ESTIVA GERBI",-22.273706,-46.952755
"PAKISTAN,KPK,CHARSADA",34.1458,71.733878
"PAKISTAN,PUNJAB,SHAHKOT",31.576355,73.479194
"PAKISTAN,PUNJAB,BAHAWALNAGAR",29.995626,73.256379
"PAKISTAN,PUNJAB,SAHIWAL",31.971525,72.3312
"PAKISTAN,PUNJAB,MANDI BAHAUDIN",32.585609,73.490085
"PAKISTAN,SINDH,KARACHI",24.855368,67.02053
"PAKISTAN,KPK,SWAT",34.77175,72.360153
"PAKISTAN,SINDH,LARKANA",27.553767,68.213305
"PAKISTAN,PUNJAB,JHELUM",32.928745,73.731224
"PAKISTAN,KPK,PABBI",34.009247,71.79695
"PAKISTAN,PUNJAB,CHINIOT",31.719629,72.988148
"PAKISTAN,PUNJAB,VEHARI",30.04608,72.349573
"PAKISTAN,PUNJAB,ISLAMABAD",33.691142,73.019356
"COLOMBIA,_,BOYACA",5.455274,-73.362206
"BURKINA FASO,_,BOBO-DIOULASSO",11.187327,-4.301808
"SPAIN,CANARY ISLANDS,STA. CRUZ DE TENERIFE",28.467527,-16.250547
"LEBANON,BEKAA,_",33.847648,35.902627
"PAKISTAN,PUNJAB,ARIFWALA",30.290195,73.068306
"PAKISTAN,PUNJAB,SHEKUPURA",31.710956,73.969787
"PAKISTAN,PUNJAB,SMBRIAL",32.47774,74.34222
"PAKISTAN,PUNJAB,BHAKHAR",31.623178,71.062004
"PAKISTAN,PUNJAB,MUZAFFARGARH",30.074348,71.191123
"PAKISTAN,SINDH,BADIN",24.656063,68.83902
"PAKISTAN,PUNJAB,RAWALPINDI",33.591337,73.051906
"PAKISTAN,SINDH,HYDERABAAD",25.391617,68.36815
"PAKISTAN,SINDH,MIRPURKHAS",25.525000,69.015833
"PAKISTAN,PUNJAB,KOT ADDU",30.466425,70.96542
"PAKISTAN,BALOCHISTAN,QUETTA",30.19444,67.01428
"PAKISTAN,PUNJAB,LODHRAN",29.540009,71.629993
"MALAYSIA,SOUTHEAST ASIA,KOTA BHARU, KELANTAN",6.129144,102.237495
"MALAYSIA,SOUTHEAST ASIA,KUANTAN, PAHANG",3.812408,103.329605
"MALAYSIA,SOUTHEAST ASIA,FEDERAL TERRITORY KUALA LUMPUR",3.151696,101.694237
"CAMBODIA,SIEM REAP,SIEM REAP",13.354503,103.85486
"FINLAND,_,_",62.777754,26.199539
"UNITED KINGDOM,_,_",54.237933,-2.36967
"COLOMBIA,CUNDINAMARCA,BOGOTA",4.710988,-74.072092
"COLOMBIA,CUNDINAMARCA,CHIA",4.862113,-74.058945
